Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Ticker
M&A,20/9/2017,Kioxia Corp,"Apple Inc,Hoya Corp,SK Hynix Inc,Seagate Technology PLC,Dell Technologies Capital,Kingston Technology Corp,Bain Capital Private Equity LP (Fund: Bain Capital Asia Fund III LP)",Toshiba Corp,17957.62,Cash, ,Completed,Technology,AAPL
M&A,30/6/2011,Nortel's Patent Portfolio,"EMC Corp,Sony Corp,Apple Inc,Microsoft Corp,Telefonaktiebolaget LM Ericsson,BlackBerry Ltd",Nortel Networks Corp,4500,Cash, ,Completed,Communications,AAPL
M&A,28/5/2014,"Beats Electronics LLC,Beats Music LLC",Apple Inc,"Vivendi SE,Private Investor,Carlyle Group Inc/The (Fund: Carlyle Partners V LP)",3000,Cash, ,Completed,"Consumer, Cyclical, Technology",AAPL
M&A,25/7/2019,Smartphone modem business,Apple Inc,Intel Corp,1000,Cash, ,Completed,Communications,AAPL
M&A,20/12/1996,Next Computer Inc,Apple Inc,,400,Undisclosed, ,Completed,N.A.,AAPL
M&A,10/1/2012,Anobit Technologies Ltd,Apple Inc,,390,Cash, ,Completed,Technology,AAPL
M&A,25/11/2013,PrimeSense Ltd,Apple Inc,"Silver Lake Management LLC (Fund: Silver Lake Sumeru Fund LP),Canaan Management Inc (Fund: Canaan Equity VIII LP),Gemini Israel Funds Ltd (Fund: Gemini Israel IV LP),Kreos Capital Management UK Ltd (Fund: Kreos Capital III LP),Genesis Partners Ltd (Fund: Genesis Partners III)",360,Cash, ,Completed,Industrial,AAPL
M&A,27/7/2012,AuthenTec Inc,Apple Inc,,337.29,Cash,93.72,Completed,Technology,AAPL
M&A,5/8/2016,Turi Inc,Apple Inc,"Vulcan Inc,Opus Capital Group LLC/DE,New Enterprise Associates Inc (Fund: New Enterprise Associates XIV LP),Madrona Venture Group LLC (Fund: Madrona Venture Fund V LP)",200,Cash, ,Completed,Technology,AAPL
M&A,13/5/2017,Lattice Data Inc,Apple Inc,,200,Undisclosed, ,Completed,Technology,AAPL
M&A,14/7/2011,C3 Technologies AB,Apple Inc,Saab AB,154.93,Cash, ,Completed,Technology,AAPL
M&A,2/9/1997,Power Computing Corp,Apple Inc,,100,Cash, ,Completed,N.A.,AAPL
M&A,14/10/2018,Asaii Inc,Apple Inc,,100,Undisclosed, ,Completed,Technology,AAPL
M&A,31/7/2020,Mobeewave Inc,Apple Inc,"Mastercard Inc,Sberbank of Russia PJSC (Fund: SBT Venture Capital/Fund),NewAlpha Asset Management SAS/France (Fund: Newalpha Fintech),Samsung Venture Investment Corp (Fund: Samsung Automotive Innovation Fund),Forestay Capital SA,Oakland Partners Inc",100,Cash, ,Completed,Technology,AAPL
M&A,7/4/2020,NextVR Inc,Apple Inc,"Dick Clark Productions Inc,China Assets Holdings Ltd,NetEase Inc,CITIC Guoan Group Corp,Mandalay Entertainment Group,Unnamed Seller,Time Warner Investments,RSE Ventures LLC,VMS Investment Group Ltd,China Media Capital Partners (Fund: CMC Capital Partners LP),Softbank Capital Partners LP/US (F...",100,Cash, ,Completed,Technology,AAPL
M&A,14/3/2001,PowerSchool Inc,Apple Inc,,62,Stock, ,Completed,Communications,AAPL
M&A,24/2/2012,Chomp Inc,Apple Inc,,50,Cash, ,Completed,Communications,AAPL
M&A,27/10/2020,Unnamed Target,Apple Inc,,50,Undisclosed, ,Completed,Technology,AAPL
M&A,31/10/2013,Cue/USA,Apple Inc,,40,Cash, ,Completed,Communications,AAPL
M&A,10/10/2018,Spektral,Apple Inc,"LitePoint Corp,Amp Ventures LLC",30,Cash, ,Completed,Technology,AAPL
M&A,16/9/2015,Mapsense Inc,Apple Inc,"Redpoint Management LLC,General Catalyst Partners LLC,Formation8 Partners LLC",30,Cash, ,Completed,Technology,AAPL
M&A,20/9/2010,Polar Rose AB,Apple Inc,,29,Cash, ,Completed,Industrial,AAPL
M&A,21/11/2017,Vrvana Inc,Apple Inc,,23.49,Cash, ,Completed,Industrial,AAPL
M&A,24/3/2013,WiFiSLAM Inc,Apple Inc,,20,Cash, ,Completed,Technology,AAPL
M&A,9/7/2001,Spruce Technologies Inc,Apple Inc,Japan Information Processing Service Co Ltd,2.25,Undisclosed, ,Completed,Technology,AAPL
M&A,13/8/2013,Matcha.tv,Apple Inc,Plug & Play LLC,1.5,Cash, ,Completed,Communications,AAPL
M&A,11/4/2000,DVD authoring software       ,Apple Inc,,N/A,Undisclosed, ,Completed,N.A.,AAPL
M&A,28/4/2010,Siri Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,4/4/2002,Zayante Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,1/7/2002,eMagic.com LLC/Germany,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,17/10/2012,Particle Programmatica Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,30/5/2012,Redmatica,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,30/4/2013,Broadmap LLC,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,23/4/2008,PA Semi Inc,Apple Inc,"Highland Capital Partners LLC (Fund: Highland Capital Partners VII LP),Deer Management Co LLC (Fund: Bessemer Venture Partners VI LP)",N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,7/4/2015,Ottocat,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,5/10/2015,Perceptio,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,28/5/2015,Metaio GmbH,Apple Inc,"Westcott LLC,Atlantic Bridge Ventures (Fund: Atlantic Bridge I)",N/A,Cash, ,Completed,Technology,AAPL
M&A,14/4/2015,LinX Computational Imaging Ltd,Apple Inc,,N/A,Cash, ,Completed,"Consumer, Cyclical",AAPL
M&A,17/5/2015,Coherent Navigation Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,22/9/2016,Tuplejump Software Pvt Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,22/8/2013,Embark Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,28/7/2014,Booklamp,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,22/2/2014,Burstly Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,21/1/2015,Semetric Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,6/6/2014,Simple Rules Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,19/7/2013,Locationary,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,1/8/2013,Passif Semiconductor Corp,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,30/9/2013,Novauris Technologies Ltd,"Apple Inc,Triton Capital Investments",,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,24/7/2013,Hopstop.com Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,31/7/2013,Catch.com Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,28/8/2013,AlgoTrim,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,2/10/2015,VocalIQ Ltd,Apple Inc,"Cambridge Enterprise Ltd,Amadeus Capital Partners Ltd (Fund: Amadeus IV Early Stage Fund),ParkWalk Advisors Ltd (Fund: University of Cambridge Enterprise Fund II)",N/A,Cash, ,Completed,Technology,AAPL
M&A,4/12/2006,Proximity Corp,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,1/10/2009,Placebase Co Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,6/12/2009,La La Media Inc,Apple Inc,"Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2005 LP),Ignition Partners LLC (Fund: Ignition Venture Partners III LP)",N/A,Cash, ,Completed,Technology,AAPL
M&A,5/1/2010,Quattro Wireless Inc,Apple Inc,"Highland Capital Partners LLC (Fund: Highland Capital Partners VII LP),Globespan Capital Partners Inc (Fund: Globespan Capital Partners V LP)",N/A,Cash, ,Completed,Communications,AAPL
M&A,14/7/2010,Poly9,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,27/4/2010,Intrinsity Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,24/3/2015,FoundationDB LLC,Apple Inc,"Sutter Hill Ventures LP,Private Investor,SV Angel Management LLC,Tuesday Capital",N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,7/1/2016,Emotient Inc,Apple Inc,"Intel Capital Corp (Fund: Intel Communications Fund),Handbag LLC",N/A,Cash, ,Completed,Technology,AAPL
M&A,28/1/2016,LearnSprout Inc,Apple Inc,"Private Investor,Samsung Venture Investment Corp,Formation8 Partners LLC (Fund: Formation8 Partners Fund I LP)",N/A,Cash, ,Completed,Technology,AAPL
M&A,30/1/2016,Flyby Media Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,25/11/2015,Faceshift AG,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,2/5/2014,LuxVue Technology Corp,Apple Inc,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",AAPL
M&A,24/9/2014,PRSS,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,19/2/2017,RealFace,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,23/3/2017,DeskConnect Inc,Apple Inc,"Lowercase Capital LLC (Fund: Lowercase Spur LP),General Catalyst Partners LLC (Fund: General Catalyst Group VII LP),Eniac Ventures Management LLC (Fund: ENIAC Ventures II LP)",N/A,Cash, ,Completed,Technology,AAPL
M&A,10/5/2017,Beddit Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,26/6/2017,Sensomotoric Instruments Inc,Apple Inc,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",AAPL
M&A,2/12/2013,Topsy Labs Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,6/1/2014,SnappyLabs LLC,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,4/10/2019,iKinema Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,8/6/2019,Drive.ai Inc,Apple Inc,"GrabTaxi Holdings Pte Ltd,InnoSpring Inc (Fund: InnoSpring Seed Fund II LP),Northern Light Venture Capital Corp (Fund: Northern Light Venture Fund IV LP),Unknown Seller,GGV Capital (Fund: GGV Capital VI),Maniv Mobility,New Enterprise Associates Inc (Fund: New Enterprise Associates XVI LP),Gra...",N/A,Cash, ,Completed,Technology,AAPL
M&A,30/8/2018,Akonia Holographics LLC,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,21/11/2018,Silk Labs Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,7/12/2018,Platoon Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,5/12/2017,Pop Up Archive Inc,Apple Inc,Bloomberg Beta GP LLC,N/A,Cash, ,Completed,"Consumer, Cyclical",AAPL
M&A,15/1/2020,Xnor.ai Inc,Apple Inc,"Allen Institute For Brain Science/The,Madrona Venture Group LLC (Fund: Madrona Venture Fund VI LP),AutoTech Ventures LLC (Fund: Autotech Fund I LP),Nokia Growth Partners Management Co Oy (Fund: Nokia Growth Partners IV LP),Catapult Ventures Management LLC",N/A,Cash, ,Completed,Technology,AAPL
M&A,12/12/2019,Spectral Edge Ltd,Apple Inc,"Cambridge Angels Ltd,Cambridge Capital Group,Midven Ltd (Fund: UK Innovation & Science Seed Fund),Wren Capital LLP,IQ Capital Partners LLP (Fund: IQ Capital Fund I LP),ParkWalk Advisors Ltd (Fund: Parkwalk Opportunities EIS Fund),Unknown Seller",N/A,Undisclosed, ,Completed,"Consumer, Cyclical",AAPL
M&A,31/3/2020,Dark Sky Co LLC/The,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,3/4/2020,Voysis Ltd,Apple Inc,"Polaris Venture Partners LP (Fund: Polaris Entrepreneurs' Fund VII LP),Unknown Seller",N/A,Cash, ,Completed,Technology,AAPL
M&A,24/5/2019,Tueo Health Inc,Apple Inc,"Launchpad Digital Health LLC,Unknown Seller,Plug & Play LLC",N/A,Cash, ,Completed,Technology,AAPL
M&A,14/5/2020,Outsourcing Facility and State-Licensed Pharmacy/L,Apple Inc,Leiter's Enterprises Inc,N/A,Cash, ,Completed,"Consumer, Non-cyclical",AAPL
M&A,24/10/2017,PowerbyProxi Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Industrial,AAPL
M&A,14/2/2019,Operatedata Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,13/3/2019,Laserlike Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,21/3/2019,Stamplay Ltd,Apple Inc,,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,8/12/2017,Shazam Entertainment Ltd,Apple Inc,"Flanders Language Valley Fund CVA,Private Investor,America Movil SAB de CV,Kleiner Perkins Caufield & Byers LLC (Fund: KPCB iFund LP),Institutional Venture Partners (Fund: Institutional Venture Partners XIII LP),DN Capital Ltd (Fund: European Digital Infrastructure Fund I),Azini Capital Partn...",N/A,Cash, ,Completed,Technology,AAPL
M&A,24/6/2020,Fleetsmith Inc,Apple Inc,"Private Investor,Harrison Metal Capital LLC (Fund: Harrison Metal Capital IV LP),Index Ventures SA (Fund: Index Ventures VIII LP),Upfront Ventures Management Inc (Fund: Upfront VI LP),Tiger Global Management LLC (Fund: Tiger Global Private Investment Partners XI LP),Menlo Ventures Management ...",N/A,Cash, ,Completed,Technology,AAPL
M&A,27/5/2020,Inductiv Inc,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,24/8/2020,Spaces Inc/CA,Apple Inc,,N/A,Undisclosed, ,Completed,Technology,AAPL
M&A,16/2/2019,Pullstring Inc,Apple Inc,"Private Investor,Greylock Partners (Fund: Greylock XIII LP),True Venture Management LLC (Fund: True Ventures II LP),Charles River Ventures Inc (Fund: Charles River Partnership XV LP),Slow Ventures,First Round Capital (Fund: First Round Capital III LP),Khosla Ventures LLC (Fund: Khosla Venture...",N/A,Cash, ,Completed,Technology,AAPL
M&A,24/9/2020,Subverse Corp,Apple Inc,Spotify Technology SA,N/A,Undisclosed, ,Completed,Communications,AAPL
M&A,2/1/2018,Doe Pics Hit Inc,Apple Inc,"Kleiner Perkins Caufield & Byers LLC (Fund: KPCB sFund LLC),Bloomberg Beta GP LLC (Fund: Bloomberg Beta LP),First Round Capital (Fund: First Round Capital V LP),Amplify Partners (Fund: Amplify Partners II LP)",N/A,Cash, ,Completed,Technology,AAPL
M&A,25/3/2015,Acunu Ltd,Apple Inc,"Private Investor,Touchstone Innovations Ltd,Longwall Venture Partners LLP (Fund: Oxford Technology ECF LP),Pentech Ventures LLP (Fund: Pentech Fund II LP),Eden Ventures Ltd (Fund: Eden Two LP)",N/A,Cash, ,Completed,Technology,AAPL
M&A,13/6/2016,LinkedIn Corp,Microsoft Corp,,24379.9,Cash,84.41,Completed,Communications,MSFT
M&A,9/5/2018,Flipkart Online Services Pvt Ltd,Walmart Inc,"Microsoft Corp,Naspers Ltd,Unknown Seller,SoftBank Group Corp (Fund: SoftBank Vision Fund LP)",16000,Cash, ,Completed,Communications,MSFT
M&A,10/5/2011,Skype SARL,Microsoft Corp,"eBay Inc,Canada Pension Plan Investment Board,Joltid Ltd,Europlay Capital Advisors LLC,Silver Lake Management LLC (Fund: Silver Lake Partners III LP),Andreessen Horowitz (Fund: Andreessen Horowitz Fund I LP)",8500,Cash,46.72,Completed,Communications,MSFT
M&A,4/6/2018,GitHub Inc,Microsoft Corp,"Andreessen Horowitz (Fund: Andreessen Horowitz Fund III LP),Sequoia Capital Operations LLC (Fund: Sequoia Capital US Venture Fund XIV LP),Thrive Capital Management LLC (Fund: Thrive Capital Partners IV LP),Institutional Venture Partners (Fund: Institutional Venture Partners XV LP)",7500,Stock, ,Completed,Technology,MSFT
M&A,3/9/2013,Nokia's Devices & Services business,Microsoft Corp,Nokia Oyj,7165.02,Cash, ,Completed,Communications,MSFT
M&A,18/5/2007,aQuantive Inc,Microsoft Corp,,5460.65,Cash,40.7,Completed,Communications,MSFT
M&A,7/4/2015,Informatica LLC,"Microsoft Corp,Canada Pension Plan Investment Board,Permira Holdings LLP (Fund: Permira V LP),Salesforce Ventures LLC (Fund: Salesforce1)",,4894.73,Cash,24.25,Completed,Technology,MSFT
M&A,30/6/2011,Nortel's Patent Portfolio,"EMC Corp,Sony Corp,Apple Inc,Microsoft Corp,Telefonaktiebolaget LM Ericsson,BlackBerry Ltd",Nortel Networks Corp,4500,Cash, ,Completed,Communications,MSFT
M&A,15/9/2014,Mojang AB,Microsoft Corp,Notch Development AB,2500,Cash, ,Completed,Technology,MSFT
M&A,25/6/2018,AppNexus Inc,AT&T Inc,"Microsoft Corp,WPP PLC,Z Holdings Corp,TCMI Inc (Fund: Technology Crossover Ventures VII LP),Khosla Ventures LLC (Fund: Khosla Ventures II),Tribeca Venture Partners LLC (Fund: Tribeca Venture Fund II LP),Kodiak Venture Partners LP (Fund: Kodiak Venture Partners III LP),Venrock Associates (Fun...",1600,Cash, ,Completed,Communications,MSFT
M&A,15/9/1999,Visio Corp,Microsoft Corp,,1286.08,Stock,22.02,Completed,Technology,MSFT
M&A,7/5/2002,Navision a/s,Microsoft Corp,,1224.06,Cash or Stock,37.23,Completed,Technology,MSFT
M&A,21/12/2000,Great Plains Software Inc,Microsoft Corp,,1218.08,Stock,30.73,Completed,Technology,MSFT
M&A,25/6/2012,Yammer Inc,Microsoft Corp,DFJ Growth Management LLC,1200,Cash, ,Completed,Technology,MSFT
M&A,9/4/2012,Patent portfolio/AOL,Microsoft Corp,Oath Inc,1056,Cash, ,Completed,Communications,MSFT
M&A,8/1/2008,Fast Search & Transfer ASA,Microsoft Corp,,1049.92,Cash, ,Completed,Technology,MSFT
M&A,23/4/2012,Patent porfolio,Facebook Inc,Microsoft Corp,550,Cash, ,Completed,Communications,MSFT
M&A,9/8/2009,Razorfish Inc,Publicis Groupe SA,Microsoft Corp,530,Cash and Stock,328.17,Completed,Communications,MSFT
M&A,11/2/2008,Danger Inc,Microsoft Corp,,500,Cash, ,Completed,Communications,MSFT
M&A,7/4/1997,Webtv Networks Inc,Microsoft Corp,,425,Cash and Stock, ,Completed,N.A.,MSFT
M&A,8/10/2018,Glint Inc,Microsoft Corp,"NVP Associates LLC (Fund: Norwest Venture Partners XII LP),Shasta Ventures Inc (Fund: Shasta Ventures IV LP),Meritech Capital Partners LP (Fund: Meritech Capital Partners V LP),Deer Management Co LLC (Fund: Bessemer Venture Partners IX LP),Unknown Seller",400,Cash, ,Completed,Technology,MSFT
M&A,29/8/2008,Greenfield Online Inc,Microsoft Corp,,397.14,Cash,15.28,Completed,Communications,MSFT
M&A,24/9/2002,Rare Ltd,Microsoft Corp,,375.15,Cash, ,Completed,Technology,MSFT
M&A,18/5/2016,"Entry level feature phone assets/Microsoft Corp,Microsoft Mobile Vietnam manufacturing facility","FIH Mobile Ltd,HMD Global OY",Microsoft Corp,350,Cash, ,Completed,Communications,MSFT
M&A,15/6/1998,Softimage unit               ,Avid Technology Inc,Microsoft Corp,285,"Cash, Stock & Debt", ,Completed,N.A.,MSFT
M&A,3/2/2016,TouchType Ltd,Microsoft Corp,"Private Investor,Cambridge Angels Ltd,Index Ventures SA (Fund: Index Ventures VI LP),Accel Partners LP (Fund: Accel London IV LP),Octopus Investments Ltd (Fund: Octopus Eureka EIS)",250,Cash, ,Completed,Technology,MSFT
M&A,16/6/1998,ROAD RUNNER                  ,Microsoft Corp,,212.5,Undisclosed, ,Completed,N.A.,MSFT
M&A,18/1/2006,Safeco office campus/Redmond,Microsoft Corp,Safeco Corp,209.5,Cash, ,Completed,Financial,MSFT
M&A,1/12/2014,Acompli Inc,Microsoft Corp,,200,Undisclosed, ,Completed,Technology,MSFT
M&A,29/6/2007,2 data centers,Microsoft Corp,SAVVIS Inc,200,Cash, ,Completed,Financial,MSFT
M&A,21/1/2003,Placeware Inc,Microsoft Corp,Vedanta Capital LP,200,Cash, ,Completed,Communications,MSFT
M&A,29/6/1992,Fox Software Inc,Microsoft Corp,,175,Undisclosed, ,Completed,Technology,MSFT
M&A,8/9/1999,TRANS-PACIFIC CABLE          ,Microsoft Corp,Global Crossing Ltd/Old,175,Cash, ,Completed,N.A.,MSFT
M&A,5/5/2020,CyberX Inc,Microsoft Corp,"Swarth Group,GlenRock Israel Ltd,Glilot Capital Partners (Fund: Glilot Capital Partners Fund I),Flint Capital LLC (Fund: Flint Capital Fund),ff Asset Management LLC (Fund: ff Sapphire IV Venture Capital Fund LP),Inven Capital,Upwest Labs LLC (Fund: UpWest Labs Fund I LP),OurCrowd Ltd (Fund: O...",165,Cash, ,Completed,Financial,MSFT
M&A,12/5/1999,Sendit AB,Microsoft Corp,,124.68,Cash, ,Completed,Technology,MSFT
M&A,10/3/2005,Groove Networks Inc,Microsoft Corp,,120,Cash, ,Completed,Communications,MSFT
M&A,14/2/1994,Softimage Inc,Microsoft Corp,,115.96,Stock, ,Completed,N.A.,MSFT
M&A,12/11/1998,Certain Assets,Private Investor,Microsoft Corp,90,Undisclosed, ,Completed,N.A.,MSFT
M&A,26/9/2006,Gteko Ltd,Microsoft Corp,,90,Cash, ,Completed,Technology,MSFT
M&A,6/7/2001,RadioShack.com LLC,RS Legacy Corp,Microsoft Corp,88,Cash, ,Completed,Communications,MSFT
M&A,29/9/1999,EUROPEAN OPS CENTRE OFFICES  ,Green Property Ltd,Microsoft Corp,76.93,Undisclosed, ,Completed,N.A.,MSFT
M&A,16/2/1999,Microsoft Headquarters,BL Universal Ltd,Microsoft Corp,62.5,Cash, ,Completed,Financial,MSFT
M&A,27/6/2000,Expedia Group Inc,"Microsoft Corp,TCMI Inc (Fund: Technology Crossover Ventures IV LP)",,60,Cash, ,Completed,Communications,MSFT
M&A,3/7/2017,Cloudyn Software Ltd,Microsoft Corp,"Infosys Ltd,Private Investor,Titanium Capital Investment Management Ltd,Viola Ventures (Fund: Carmel Ventures IV LP),RDSeed",60,Cash, ,Completed,Communications,MSFT
M&A,27/7/1999,Intrinsa Corp,Microsoft Corp,,58.9,Stock, ,Completed,N.A.,MSFT
M&A,12/11/2007,Musiwave SA,Microsoft Corp,Forest Investments Inc,50,Cash, ,Completed,"Consumer, Cyclical",MSFT
M&A,3/3/2000,Peach Networks Ltd,Microsoft Corp,Elbit Ltd,42.88,Cash, ,Completed,Technology,MSFT
M&A,26/6/2009,Internet Survey Solutions division,ToLuna Group Ltd,Microsoft Corp,40,Cash, ,Completed,Communications,MSFT
M&A,15/10/2013,Nine Digital Pty Ltd,Nine Entertainment Co Pty Ltd,Microsoft Corp,39.04,Cash, ,Completed,Diversified,MSFT
M&A,14/7/2004,Corporate campus/WA,Microsoft Corp,Spiegel Inc,38,Cash, ,Completed,Financial,MSFT
M&A,29/3/2009,3DV Systems Ltd,Microsoft Corp,,34,Cash, ,Completed,Industrial,MSFT
M&A,4/6/2007,Dundas Data Visualization,Microsoft Corp,,30,Cash, ,Completed,Technology,MSFT
M&A,19/7/1999,CITY GUIDE                   ,Ticketmaster/old,Microsoft Corp,24.63,Stock, ,Completed,N.A.,MSFT
M&A,21/6/2001,Maximal Innovative Intelligence,Microsoft Corp,,20,Cash, ,Completed,Technology,MSFT
M&A,29/4/2005,Tsinghua-Shenzun Science & Technology Co Ltd,Microsoft Corp,Green Opal Holdings Inc,15,Cash, ,Completed,Technology,MSFT
M&A,24/3/2011,Internet protocol addresses,Microsoft Corp,Nortel Networks Corp,7.5,Cash, ,Completed,N.A.,MSFT
M&A,30/9/2002,Domestic/foreign patent rights,Microsoft Corp,LQ Corp Inc,7,Cash, ,Completed,Communications,MSFT
M&A,22/10/2002,Vicinity Corp,Microsoft Corp,,6.15,Cash, ,Completed,Communications,MSFT
M&A,22/9/2009,RCM unit,Microsoft Corp,Columbus A/S,5,Cash, ,Completed,Technology,MSFT
M&A,4/11/2003,PWA Group Ltd,Northgate Information Solutions Holdings Ltd,Microsoft Corp,4.19,Cash, ,Completed,Technology,MSFT
M&A,5/7/2012,Process Industries 2 Software,Microsoft Corp,Alithya USA Inc,3.25,Cash,0.54,Completed,Technology,MSFT
M&A,31/12/1997,Hotmail,Microsoft Corp,,N/A,Cash, ,Completed,Communications,MSFT
M&A,16/1/1996,Vermeer Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,4/8/1993,Continuum Productions Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,7/1/1999,Virtual Worlds Entertainment Group Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,9/4/1998,Firefly Networks Inc,Microsoft Corp,,N/A,Cash and Stock, ,Completed,Technology,MSFT
M&A,28/4/1998,Mesa Group Inc/The,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,5/11/1998,Linkexchange Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,25/8/1998,Valence Research Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,26/4/1999,Jump Networks Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,26/3/1999,Numinous Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,27/4/1999,DIGITAL AUDIO PLAYER TECH    ,Microsoft Corp,Fullplay Media Systems Inc,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,4/3/1999,CompareNet Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,8/6/1999,ShadowFactor Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,14/6/1999,OmniBrowse Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,21/7/1999,STNC Ltd,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,29/10/1999,Entropic Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,6/10/2010,AVIcode Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,29/10/2010,Canesta Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,11/4/2000,TITUS Communications Corp,Microsoft Corp,Comcast MO Group LLC,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,7/6/2011,Prodiance Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,25/5/2010,Microsoft Expression Media product,Phase One A/S,Microsoft Corp,N/A,Cash, ,Completed,"Consumer, Cyclical",MSFT
M&A,5/12/2000,Digital Anvil Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,12/7/2000,NetGames USA,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,13/9/2000,MongoMusic Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,18/9/2000,Pacific Microsonics Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",MSFT
