Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Ticker
M&A,31/5/2017,Digital workplace hub,International Business Machines Corp,TIMETOACT Software & Consulting GmbH,N/A,Cash, ,Completed,Technology,IBM
M&A,5/7/2006,Patents and associated rights,CMC Materials Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,6/9/2006,Global Value Solutions SA,International Business Machines Corp,Fiat SpA,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,1/9/2006,Valchemy Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,25/1/2006,CIMS Lab Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,16/3/2006,Language Analysis Systems Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,8/2/2006,Viacore Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,2/3/2006,International Group practice,Abt Associates Inc,International Business Machines Corp,N/A,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,30/3/2006,Business Logistics Thailand Co,Oki Electric Industry Co Ltd,International Business Machines Corp,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,3/10/2013,Xtify Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,13/11/2013,Fiberlink Communications Corp,International Business Machines Corp,,N/A,Cash, ,Completed,Technology,IBM
M&A,19/12/2013,Aspera Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,1/11/2005,iPhrase Systems Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,8/11/2005,Network Solutions Pvt Ltd,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,16/11/2005,Collation Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,20/12/2005,Bowstreet Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,26/4/2005,HealthLink Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,10/5/2005,Gluecode Software Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,16/6/2005,Isogon Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,23/6/2005,Meiosys Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,19/7/2005,PureEdge Solutions Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,12/10/2004,Systemcorp ALG Ltd,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,1/11/2004,IBM electronics business division,International Business Machines Corp,LG IBM PC,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,23/11/2004,Liberty Insurance Services Corp,International Business Machines Corp,Royal Bank of Canada,N/A,Undisclosed, ,Completed,Financial,IBM
M&A,13/12/2004,KeyMRO,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Industrial,IBM
M&A,21/10/2004,Electronic Data Interchange and business exchange,GXS Inc,International Business Machines Corp,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,7/1/2005,SRD,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,2/2/2005,Equitant,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Financial,IBM
M&A,28/1/2005,Eisco Technology Inc,DataTec Ltd,International Business Machines Corp,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,14/7/2004,AlphaBlox Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,29/7/2004,Cyanea Systems Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,17/8/2004,Maersk Data AS,International Business Machines Corp,AP Moller - Maersk A/S,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",IBM
M&A,26/8/2004,Venetica Corp,International Business Machines Corp,"General Catalyst Partners LLC (Fund: General Catalyst Group II LP),Charles River Partners LP",N/A,Undisclosed, ,Completed,Technology,IBM
M&A,3/8/2007,Princeton Softech Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,22/8/2007,WebDialogs Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,24/10/2007,NovusCG,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,6/12/2007,Arsenal Digital Solutions Worldwide Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,29/1/2007,Softek Storage Solutions Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,3/4/2006,SurfAid Analytics business,Coremetrics Inc,International Business Machines Corp,N/A,Cash, ,Completed,Communications,IBM
M&A,2/5/2006,BuildForge Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,18/5/2006,Rembo Technology,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,8/5/2006,Unicorn Solutions Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,20/10/2006,Palisades Technology Partners LLC,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,28/11/2006,Vallent Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,31/12/2006,MVS Srl,SCC Group,International Business Machines Corp,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",IBM
M&A,2/1/2008,XIV,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,18/1/2008,Net Integration Technologies Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,23/1/2008,AptSoft Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,12/3/2008,Encentuate Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,9/10/2008,Rapid Thermal Annealing Patents,Ultratech Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,18/11/2008,Transitive Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,2/12/2008,IBM Global Logistics,SNCF Participations SAS,International Business Machines Corp,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,20/4/2007,Unicible,International Business Machines Corp,Banque Cantonale Vaudoise,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,25/9/2019,Algorithmics assets/International Business Machine,SS&C Technologies Holdings Inc,International Business Machines Corp,N/A,Cash, ,Completed,Financial,IBM
M&A,5/6/2018,IT services business unit/Banca Carige SpA,International Business Machines Corp,Banca Carige SpA,N/A,Cash, ,Completed,"Consumer, Non-cyclical",IBM
M&A,3/9/2002,Access360,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,29/4/2008,InfoDyne Corp,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,4/10/2017,COPLINK Suite products,Forensic Logic Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,3/5/2010,Cast Iron Systems Inc,International Business Machines Corp,"Invesco Ltd,NVP Associates LLC (Fund: Norwest Venture Partners IX LP),Sequoia Capital Operations LLC (Fund: Sequoia Capital X LP),Vedanta Capital LP (Fund: Vedanta Opportunities Fund LP),Evercore Capital Partners LP (Fund: Evercore Venture Partners LP)",N/A,Cash, ,Completed,Technology,IBM
M&A,3/5/2018,Armanta Corp LLC,International Business Machines Corp,,N/A,Cash, ,Completed,Financial,IBM
M&A,20/2/2020,Portfolio of patents/International Business Machin,Quarterhill Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,21/12/2007,Solid Information Technology Oy,International Business Machines Corp,"Apax Partners LLP (Fund: Apax Europe IV LP),CapMan Oyj (Fund: Capman Equity VII LP),CapMan Oyj (Fund: Swedestart Tech LP)",N/A,Cash, ,Completed,Technology,IBM
M&A,21/1/2020,Symon.AI,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,13/4/2012,Varicent Software Inc,International Business Machines Corp,,N/A,Cash, ,Completed,Technology,IBM
M&A,3/1/2019,Mortgage servicing business/IBM,Mr Cooper Group Inc,International Business Machines Corp,N/A,Cash, ,Completed,Financial,IBM
M&A,16/2/2010,Intelliden Inc,International Business Machines Corp,"Hercules Capital Inc,TELUS Ventures,3i Group PLC (Fund: 3i Asia Pacific Technology Fund LP),Matrix Partners Management Services LP (Fund: Matrix Partners VII LP),Westbury Partners,GGV Capital (Fund: Granite Global Ventures LP),Mutual Capital Partners LLC",N/A,Cash, ,Completed,Technology,IBM
M&A,4/4/2019,Marketing platform & commerce software offerings,Centerbridge Partners LP,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,25/11/2019,Varicent Software Inc,"Spectrum Equity Investors LP (Fund: Spectrum Equity VIII LP),Great Hill Partners LLC (Fund: Great Hill Equity Partners VII LP)",International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,5/10/2017,V3 Digital Pty Ltd,International Business Machines Corp,,N/A,Cash, ,Completed,Technology,IBM
M&A,15/6/2018,Oniqua Pty Ltd,International Business Machines Corp,ASCO Group Ltd,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,19/12/2014,EnterpriseDB Corp,"NewSpring Capital Inc (Fund: NewSpring Growth Capital III LP),Milestone Partners LP (Fund: Milestone Partners IV LP),PeakEquity Partners Management Co LP","International Business Machines Corp,KT Venture Group LLC,Wednesday Management LLC (Fund: Valhalla Partners LP),Fidelity Ventures (Fund: Fidelity Ventures III LP),Charles River Ventures Inc (Fund: Charles River Partnership XII LP),Translink Capital LLC (Fund: TransLink Capital Partners I LP)",N/A,Cash, ,Completed,Technology,IBM
M&A,3/2/2010,Initiate Systems Inc,International Business Machines Corp,"Informatica LLC,Private Investor,Dunrath Capital Inc,Sigma Partners LP (Fund: Sigma Partners 6 LP),Apex Venture Partners LLC (Fund: Apex Investment Fund VI LP),Paladin Capital Group (Fund: Paladin III LP),First Analysis Venture Capital (Fund: First Analysis Private Equity Fund IV LP),Churchil...",N/A,Cash, ,Completed,Technology,IBM
M&A,19/9/2017,System Planet Co Ltd/Japan,Argo Graphics Inc,"International Business Machines Corp,Aso Corp,Aso College Group",N/A,Undisclosed, ,Completed,Technology,IBM
M&A,31/3/2016,Blue Wolf Group LLC,International Business Machines Corp,Riordan Lewis & Haden LLC,N/A,Cash, ,Completed,Technology,IBM
M&A,20/1/2010,National Interest Security Co LLC,International Business Machines Corp,DC Capital Partners LLC,N/A,Cash, ,Completed,Technology,IBM
M&A,30/9/2020,Portfolio of additional patents/International Busi,Quarterhill Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,28/1/2016,Resource/Ammirati,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Communications,IBM
M&A,15/12/2020,Expertus Technologies Inc,International Business Machines Corp,,N/A,Undisclosed, ,Completed,Technology,IBM
M&A,9/2/2021,250 Patents,Instacart Inc,International Business Machines Corp,N/A,Cash, ,Completed,Technology,IBM
M&A,11/1/2021,7Summits LLC,International Business Machines Corp,"Sverica Capital Management LLC (Fund: Sverica International III),Holton Investments LP,Unknown Seller,Salesforce Ventures LLC (Fund: Salesforce Platform Fund)",N/A,Cash, ,Completed,Technology,IBM
M&A,27/9/2010,Blade Network Technologies Inc,International Business Machines Corp,"Nortel Networks Corp,NEC Corp,Juniper Networks Inc,Garnett Theis Capital (Fund: Garnett & Helfrich Capital LP)",N/A,Cash, ,Completed,Communications,IBM
M&A,14/1/2021,Taos Mountain LLC,International Business Machines Corp,Bunker Hill Capital,N/A,Cash, ,Completed,Technology,IBM
M&A,9/7/2001,Comcast Cable Communications Holdings Inc,Comcast Corp,AT&T Corp,76057.37,Stock, ,Completed,Communications,CMCSA
M&A,25/4/2018,Sky Ltd,Comcast Corp,,50714.26,Cash,18.79,Completed,Communications,CMCSA
M&A,21/4/2005,Substantially all assets,"Comcast Corp,Time Warner Inc",Adelphia Communications Corp,17600,Cash and Stock, ,Completed,Communications,CMCSA
M&A,12/2/2013,NBCUniversal LLC,Comcast Corp,General Electric Co,16700,Cash and Stock, ,Completed,Communications,CMCSA
M&A,3/7/2003,QVC Inc,Liberty Interactive LLC,Comcast Corp,7886.96,"Cash, Stock & Debt",80.25,Completed,"Consumer, Cyclical",CMCSA
M&A,9/8/1999,Jones Intercable Inc,Comcast Corp,,4944.67,Stock & Debt,30.59,Completed,Communications,CMCSA
M&A,28/4/2016,DreamWorks Animation LLC,Comcast Corp,,3797.2,Cash,34.73,Completed,"Consumer, Cyclical",CMCSA
M&A,2/12/2011,122 Advanced Wireless Services Spectrum Licenses,Verizon Communications Inc,"Comcast Corp,Time Warner Cable Inc,Bright House Networks LLC",3600,Cash, ,Completed,Communications,CMCSA
M&A,10/7/2012,A&E Television Networks LLC,"Hearst Corp/The,Walt Disney Co/The",Comcast Corp,3025,Cash, ,Completed,Communications,CMCSA
M&A,5/5/1999,595000 AT&T cable customers,Comcast Corp,AT&T Corp,2750,Stock, ,Completed,Communications,CMCSA
M&A,28/2/2017,USJ LLC/Japan,Comcast Corp,"Goldman Sachs Group Inc/The,Private Investor,Owl Creek Asset Management LP,MBK Partners Ltd (Fund: MBK Partners II Inc)",2276.22,Cash, ,Completed,Financial,CMCSA
M&A,20/1/1999,Comcast Cellular Corp,AT&T Inc,Comcast Corp,1674,Cash and Debt, ,Completed,Communications,CMCSA
M&A,28/9/2015,USJ LLC/Japan,Comcast Corp,"Private Investor,Goldman Sachs Group Inc/The (Fund: GS Capital Partners VI LP),MBK Partners Ltd (Fund: MBK Partners II Inc)",1527.55,Cash, ,Completed,Financial,CMCSA
M&A,6/6/2011,Universal City Development Partners Ltd,"General Electric Co,Comcast Corp",Blackstone Group Inc/The,1025,Cash, ,Completed,"Consumer, Cyclical",CMCSA
M&A,31/10/2005,Susquehanna Communications,Comcast Corp,Susquehanna Pfaltzgraff LLC,775,Cash, ,Completed,Communications,CMCSA
M&A,23/12/1999,Comcast MHCP Holdings LLC,Comcast Corp,California Public Employees' Retirement System,750,Cash, ,Completed,Communications,CMCSA
M&A,6/6/2003,CC VIII LLC,Private Investor,Comcast Corp,728,Cash, ,Completed,Communications,CMCSA
M&A,30/4/2007,Certain Assets,Comcast Corp,Cablevision Systems Corp,570,Cash, ,Completed,Communications,CMCSA
M&A,9/5/2001,Baltimore cable systems,Comcast Corp,AT&T Corp,518.7,Cash, ,Completed,Communications,CMCSA
M&A,3/4/2007,Patriot Media & Communications CNJ LLC,Comcast Corp,"Spectrum Equity Investors LP (Fund: Spectrum Equity Investors IV LP),Spire Capital Partners LLC (Fund: Spire Capital Partners I LP)",483,Cash, ,Completed,Communications,CMCSA
M&A,23/5/2001,Golf Channel LLC/The,Comcast Corp,Fox Entertainment Group Inc,364.9,Cash, ,Completed,Communications,CMCSA
M&A,26/4/2011,Bigpoint GmbH,"TA Associates Management LP (Fund: TA XI LP),Summit Partners LP (Fund: Summit Partners Europe Private Equity Fund LP),Summit Partners LP (Fund: Summit Subordinated Debt Fund IV LP)","Comcast Corp,GMT Communications Partners LLP (Fund: GMT Communications Partners III LP)",350,Cash, ,Completed,"Consumer, Cyclical",CMCSA
M&A,9/1/1997,E! Entertainment Television LLC,Comcast Corp,Historic TW Inc,321,Undisclosed, ,Completed,N.A.,CMCSA
M&A,3/3/2014,FreeWheel Media Inc,Comcast Corp,,320,Cash, ,Completed,Communications,CMCSA
M&A,25/3/2004,TechTV Inc,Comcast Corp,Vulcan Ventures Inc,300,Cash, ,Completed,Communications,CMCSA
M&A,18/2/1999,Greater Philadelphia Cablevision Inc,Comcast Corp,,263.1,Stock, ,Completed,N.A.,CMCSA
M&A,14/7/2011,Philadelphia 76ers,Private Investor,Comcast Corp,261,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,12/2/2015,TV One LLC,Urban One Inc,Comcast Corp,220,Cash, ,Completed,Communications,CMCSA
M&A,11/12/2003,Golf Channel LLC/The,Comcast Corp,Tribune Co/Old,100,Cash, ,Completed,Communications,CMCSA
M&A,1/4/1998,DE & MD NON-CLST CBLE TV SYST,Comcast Corp,Marcus Cable Co LLC,65.5,, ,Completed,N.A.,CMCSA
M&A,5/3/2007,BroadNet Norge AS,Bane Tele,Comcast Corp,15.97,Cash, ,Completed,Communications,CMCSA
M&A,25/5/2000,Office building              ,Amerivest Properties Inc,Comcast Corp,5.9,Undisclosed, ,Completed,N.A.,CMCSA
M&A,7/10/2008,Radiance Technologies Inc,Comcast Corp,,5,Cash, ,Completed,Technology,CMCSA
M&A,19/4/2011,Fwix Inc,Comcast Corp,,4,Cash, ,Completed,Communications,CMCSA
M&A,16/1/2020,iSeekgolf Pty Ltd,Comcast Corp,MSL Solutions Ltd.,2,Cash, ,Completed,Technology,CMCSA
M&A,28/12/1987,SCI Holdings Inc,"Comcast Corp,American Television and Communications Corp,Taft & Partners",KKR & Co Inc,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,5/5/1999,PHONE SERV IN EXPEDITED MRKTS,AT&T Corp,Comcast Corp,N/A,Stock, ,Completed,N.A.,CMCSA
M&A,11/12/1998,Prime Communications LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,21/10/1999,Mid Atlantic Telecom Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,N.A.,CMCSA
M&A,30/4/1999,Cable systems in MS          ,Comcast Corp,Northland Cable Properties 0,N/A,Undisclosed, ,Completed,N.A.,CMCSA
M&A,9/10/2009,CIMCO Communications Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,11/7/2000,Midwest Sports Channel,Comcast Corp,ViacomCBS Inc,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,11/7/2000,Comcast SportsNet Mid-Atlantic LP,Comcast Corp,ViacomCBS Inc,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,18/6/2009,New England Cable News,Comcast Corp,Hearst Corp/The,N/A,Cash, ,Completed,Communications,CMCSA
M&A,4/2/2009,Philadelphia Minor League Hockey Inc,Brooks Group,Comcast Corp,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,10/1/2000,Global Spectrum Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,N.A.,CMCSA
M&A,31/3/2000,Tennessee Cable Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,N.A.,CMCSA
M&A,3/1/2001,Michigan cable systems,Comcast Corp,Adelphia Communications Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,20/2/2001,Subscriber base/TN,Comcast Corp,ICE Cable Holdings LLC,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,26/6/2013,BRS Golf,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,16/7/2012,MSNBC Digital Network,"General Electric Co,Comcast Corp",Microsoft Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,16/9/2015,Contingent Network Services LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",CMCSA
M&A,26/10/2015,Ballena Technologies Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,25/8/2015,GardenWeb,Houzz Inc,Comcast Corp,N/A,Cash, ,Completed,Communications,CMCSA
M&A,16/11/2015,Certain Assets,Comcast Corp,World Championship Sports Network Inc,N/A,Cash, ,Completed,Communications,CMCSA
M&A,17/2/2016,"Rotten Tomatoes,Flixster Inc",Comcast Corp,Time Warner Inc,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,1/12/2016,Papaya Holdings LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,20/4/2004,Office Building,Corporex Capital LLC,Comcast Corp,N/A,Undisclosed, ,Completed,Financial,CMCSA
M&A,9/3/2010,Paciolan LLC,Comcast Corp,Live Nation Entertainment Inc,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,20/8/2002,AZ cable assets,Comcast Corp,Gans Multimedia Partnership,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,16/7/2014,PowerCloud Systems Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,1/10/2014,Active Golf LLC,Comcast Corp,Lanyon Inc,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,6/2/2004,Jacobs Rimell Ltd,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,24/4/2014,Movieclips Inc,Comcast Corp,Zefr Inc,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,28/7/2003,New Era Tickets,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,6/2/2003,Tower & communication assets,Tower Ventures LLC,Comcast Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,12/8/2013,Stringwire,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,19/10/2015,Beamly Ltd,Coty Inc,"Comcast Corp,Sky Ltd,Private Investor,Viacom Inc",N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,9/5/2016,StickyADStv SAS,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,5/4/2002,Cable TV systems,Bresnan Communications LLC,Comcast Corp,N/A,Cash and Stock, ,Completed,Communications,CMCSA
M&A,29/1/2016,Medianavico LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,21/7/2016,TeamUnify LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,28/7/2016,Beyond The Scores LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,22/9/2014,Fullscreen Inc,"AT&T Inc,Chernin Group LLC/ The","Comcast Corp,WPP PLC",N/A,Cash, ,Completed,Communications,CMCSA
M&A,30/9/2004,Central Valley Cable TV LLC,Comcast Corp,Housatonic Partners,N/A,Cash, ,Completed,Communications,CMCSA
M&A,12/7/2016,SportsEngine Inc,Comcast Corp,"Univision Communications Inc,Taylor Corp",N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,10/5/2017,Sympoz Inc,Comcast Corp,,N/A,Cash, ,Completed,Technology,CMCSA
M&A,3/8/2006,Certain Assets,Comcast Corp,Texas & Kansas City Partners LP,N/A,Cash, ,Completed,Communications,CMCSA
M&A,25/9/2006,Metrocast Cable Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,2/10/2013,10 Universal City Plaza,Comcast Corp,,N/A,Cash, ,Completed,Financial,CMCSA
M&A,14/11/2013,Sprout Michigan Productions LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,21/7/2004,Encore ICCP Inc,Comcast Corp,Liberty Interactive LLC,N/A,Stock, ,Completed,Communications,CMCSA
M&A,16/11/2007,Outdoor Life Network Canada,Rogers Communications Inc,Comcast Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,15/5/2008,Plaxo Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,28/6/2006,thePlatform Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,13/11/2006,Broadnet AG,q.beyond AG,"Comcast Corp,KKR & Co Inc (Fund: ),KKR & Co Inc (Fund: KKR European Fund LP)",N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,16/7/2008,Chirp Interactive Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,5/8/2008,DailyCandy LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,3/9/2008,BroadNet Czech AS,Vodafone Group PLC,Comcast Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,30/9/2008,Cable systems/FL,Comcast Corp,Adelphia Communications Corp,N/A,Cash, ,Completed,Communications,CMCSA
M&A,27/7/2018,AwesomenessTV Inc,Viacom Inc,"Verizon Communications Inc,Comcast Corp,Hearst Corp/The,Private Investor,Greycroft Partners LLC (Fund: Greycroft Partners II LP)",N/A,Cash, ,Completed,Communications,CMCSA
M&A,16/9/2019,Metrological Group BV,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,21/11/2019,EZLinks Golf LLC,Comcast Corp,PGA Tour Inc,N/A,Cash, ,Completed,Technology,CMCSA
M&A,21/6/2017,Brulee Catering LLC,Comcast Corp,Guest Counts Hospitality LLC,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,22/3/2018,Weather Group Television LLC,Entertainment Studios Inc,"Comcast Corp,Blackstone Group Inc/The (Fund: Blackstone Capital Partners V LP),Bain Capital Private Equity LP (Fund: Bain Capital Fund X LP)",N/A,Cash, ,Completed,Communications,CMCSA
M&A,14/5/2019,Hulu LLC,Walt Disney Co/The,Comcast Corp,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,27/12/2019,Xumo LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",CMCSA
M&A,1/5/2019,Deep Blue Communications LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,8/3/2017,iControl Networks Inc,Comcast Corp,"General Electric Co,Johnson Controls International plc,Rogers Communications Inc,Cisco Investments Ltd,Intel Capital Corp,Kleiner Perkins Caufield & Byers LLC (Fund: KPCB iFund LP),Comcast Ventures LLC,Charles River Ventures Inc (Fund: Charles River Partnership XII LP)",N/A,Cash, ,Completed,Technology,CMCSA
M&A,11/4/2007,Fandango Inc,Comcast Corp,"General Atlantic LLC,Accretive LLC,TCMI Inc (Fund: Technology Crossover Ventures IV LP)",N/A,Cash, ,Completed,Communications,CMCSA
M&A,13/10/2017,MovieTickets.com LLC,Comcast Corp,,N/A,Cash, ,Completed,"Consumer, Cyclical",CMCSA
M&A,2/2/2018,Shanghai Pearl Studio Film and Television Technolo,China Media Capital Partners,Comcast Corp,N/A,Cash, ,Completed,"Consumer, Cyclical",CMCSA
M&A,9/1/2018,Wilco cable assets,Comcast Corp,Wilco Electronic Systems Inc,N/A,Cash, ,Completed,Communications,CMCSA
M&A,7/3/2016,MobileReactor LLC,Comcast Corp,"Private Investor,Robin Hood Ventures LLC,Ben Franklin Technology Partners of Northeastern P,MissionOG (Fund: MissionOG Fund LP)",N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,21/9/2017,Stringify,Comcast Corp,,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,8/11/2017,Sigma Star Systems LLC,Comcast Corp,,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,4/3/2019,BluVector Inc,Comcast Corp,,N/A,Undisclosed, ,Completed,Financial,CMCSA
M&A,23/6/2008,Movies.com,Comcast Corp,Walt Disney Co/The,N/A,Undisclosed, ,Completed,Communications,CMCSA
M&A,7/3/2019,Television stations/Serestar Communications Corp,Comcast Corp,Serestar Communications Corp,N/A,Cash, ,Completed,Communications,CMCSA
M&A,27/1/2020,Blueface Inc,Comcast Corp,Star2Star Communications LLC,N/A,Undisclosed, ,Completed,Technology,CMCSA
M&A,20/4/2020,VUDU Inc,Comcast Corp,Walmart Inc,N/A,Undisclosed, ,Completed,Communications,CMCSA
